t_sec,joint,position,velocity,effort
1.856863854,J2,2.378001694,0.479849047,-1.285806535
1.856863854,J3,0.153052949,0.529113150,0.246652684
1.866749929,J1,0.565425409,0.098104797,0.003468922
1.866749929,J2,2.382677741,0.467604750,-1.290628493
1.866749929,J3,0.158221854,0.516890485,0.246829063
1.876708083,J1,0.566450963,0.102555392,0.003843287
1.876708083,J2,2.387601857,0.492411606,-1.295437946
1.876708083,J3,0.163691452,0.546959849,0.246778528
1.886731331,J1,0.567444949,0.099398641,0.003638191
1.886731331,J2,2.392391843,0.478998580,-1.300344137
1.886731331,J3,0.169024808,0.533335539,0.246974364
1.896772879,J1,0.568480882,0.103593304,0.004005918
1.896772879,J2,2.397420318,0.502847520,-1.305219111
1.896772879,J3,0.174650159,0.562535176,0.246936998
1.906883852,J1,0.569483581,0.100269891,0.003781716
1.906883852,J2,2.402305167,0.488484895,-1.310185281
1.906883852,J3,0.180127611,0.547745186,0.247150484
1.916733119,J1,0.570456161,0.097258040,0.003585561
1.916733119,J2,2.407061081,0.475591343,-1.314988831
1.916733119,J3,0.185473280,0.534566852,0.247351109
1.926753993,J1,0.571471167,0.101500524,0.003959547
1.926753993,J2,2.412061516,0.500043541,-1.319765800
1.926753993,J3,0.191120327,0.564704720,0.247320927
1.936748466,J1,0.572454204,0.098303796,0.003742565
1.936748466,J2,2.416922487,0.486097122,-1.324638740
1.936748466,J3,0.196622675,0.550234769,0.247540366
1.946757257,J1,0.573408268,0.095406311,0.003552666
1.946757257,J2,2.421658300,0.473581234,-1.329354852
1.946757257,J3,0.201996162,0.537348774,0.247747223
1.956859848,J1,0.574404973,0.099670518,0.003931983
1.956859848,J2,2.426643516,0.498521617,-1.334046914
1.956859848,J3,0.207679205,0.568304253,0.247724870
1.966761289,J1,0.575370729,0.096575582,0.003719976
1.966761289,J2,2.431492274,0.484875760,-1.338838824
1.966761289,J3,0.213219495,0.554029006,0.247951468
1.976697093,J1,0.576376749,0.100602070,0.004093108
1.976697093,J2,2.436581464,0.508919032,-1.343588860
1.976697093,J3,0.219061119,0.584162373,0.247942549
1.986776496,J1,0.577350289,0.097353962,0.003862337
1.986776496,J2,2.441524998,0.494353362,-1.348433787
1.986776496,J3,0.224748415,0.568729653,0.248187037
1.996753857,J1,0.578294397,0.094410826,0.003660587
1.996753857,J2,2.446337857,0.481285945,-1.353117357
1.996753857,J3,0.230298270,0.554985446,0.248417523
2.006849953,J1,0.579279348,0.098495080,0.004040999
2.006849953,J2,2.451398074,0.506021752,-1.357764409
2.006849953,J3,0.236160122,0.586185238,0.248415061
2.016703621,J1,0.580233136,0.095378813,0.003818502
2.016703621,J2,2.456317253,0.491917846,-1.362511401
2.016703621,J3,0.241871511,0.571138895,0.248664808
2.026725403,J1,0.581158683,0.092554662,0.003623917
2.026725403,J2,2.461109949,0.479269588,-1.367103282
2.026725403,J3,0.247448987,0.557747637,0.248900927
2.036749909,J1,0.582125367,0.096668453,0.004010562
2.036749909,J2,2.466155641,0.504569171,-1.371661657
2.036749909,J3,0.253347737,0.589874958,0.248905753
2.046803679,J1,0.583061940,0.093657294,0.003793758
2.046803679,J2,2.471063612,0.490797161,-1.376324051
2.046803679,J3,0.259098434,0.575069711,0.249162216
2.056739623,J1,0.583971221,0.090928063,0.003604114
2.056739623,J2,2.475848126,0.478451395,-1.380836109
2.056739623,J3,0.264717444,0.561901035,0.249405238
2.066791228,J1,0.584921731,0.095051007,0.003996349
2.066791228,J2,2.480890378,0.504225224,-1.385315974
2.066791228,J3,0.270666060,0.594861539,0.249417929
2.076811194,J1,0.585842984,0.092125316,0.003783365
2.076811194,J2,2.485797276,0.490689729,-1.389903253
2.076811194,J3,0.276467967,0.580190706,0.249682180
2.086773190,J1,0.586803135,0.096015062,0.004169695
2.086773190,J2,2.490952826,0.515555038,-1.394440163
2.086773190,J3,0.282590867,0.612290049,0.249709167
2.096786381,J1,0.587732500,0.092936579,0.003936842
2.096786381,J2,2.495963315,0.501048892,-1.399079734
2.096786381,J3,0.288554541,0.596367317,0.249992593
2.106840291,J1,0.588633974,0.090147304,0.003733409
2.106840291,J2,2.500843811,0.488049603,-1.403563613
2.106840291,J3,0.294376578,0.582203742,0.250260946
2.116764850,J1,0.589574831,0.094085720,0.004127647
2.116764850,J2,2.505980101,0.513628966,-1.408001608
2.116764850,J3,0.300530948,0.615437029,0.250294138
2.126720280,J1,0.590486091,0.091126064,0.003902414
2.126720280,J2,2.510975571,0.499547035,-1.412546962
2.126720280,J3,0.306529721,0.599877264,0.250583088
2.136710213,J1,0.591370532,0.088444036,0.003705587
2.136710213,J2,2.515844911,0.486934027,-1.416942350
2.136710213,J3,0.312390193,0.586047223,0.250857319
2.146754136,J1,0.592294592,0.092406076,0.004106859
2.146754136,J2,2.520976020,0.513110895,-1.421294173
2.146754136,J3,0.318593057,0.620286356,0.250897591
2.156878099,J1,0.593190007,0.089541482,0.003886776
2.156878099,J2,2.525969328,0.499330778,-1.425757203
2.156878099,J3,0.324642533,0.604947599,0.251193554
2.166712210,J1,0.594059460,0.086945307,0.003694431
2.166712210,J2,2.530839270,0.486994197,-1.430074656
2.166712210,J3,0.330555772,0.591323885,0.251474962
2.176731129,J1,0.594968589,0.090912893,0.004102248
2.176731129,J2,2.535976164,0.513689366,-1.434349281
2.176731129,J3,0.336820621,0.626484924,0.251522932
2.186780290,J1,0.595849848,0.088125894,0.003885515
2.186780290,J2,2.540977375,0.500121089,-1.438738371
2.186780290,J3,0.342933249,0.611262828,0.251827015
2.196750527,J1,0.596768535,0.091868707,0.004288063
2.196750527,J2,2.546236611,0.525923623,-1.443066385
2.196750527,J3,0.349388840,0.645559055,0.251890117
2.206803180,J1,0.597657866,0.088933092,0.004050495
2.206803180,J2,2.551350090,0.511347953,-1.447504500
2.206803180,J3,0.355678875,0.629003530,0.252214643
2.216712513,J1,0.598520601,0.086273503,0.003843141
2.216712513,J2,2.556333136,0.498304611,-1.451791511
2.216712513,J3,0.361821867,0.614299227,0.252522838
2.226752873,J1,0.599421214,0.090061270,0.004254870
2.226752873,J2,2.561582007,0.524887036,-1.456021401
2.226752873,J3,0.368320442,0.649857450,0.252591770
2.236743924,J1,0.600293581,0.087236679,0.004024681
2.236743924,J2,2.566689234,0.510722682,-1.460365958
2.236743924,J3,0.374657126,0.633668439,0.252921953
2.246755648,J1,0.601140354,0.084677292,0.003823735
2.246755648,J2,2.571669787,0.498055358,-1.464564878
2.246755648,J3,0.380850159,0.619303277,0.253236168
2.256910553,J1,0.602025220,0.088486636,0.004243912
2.256910553,J2,2.576922864,0.525307641,-1.468708512
2.256910553,J3,0.387410169,0.656000997,0.253311904
2.266777211,J1,0.602882729,0.085750901,0.004018597
2.266777211,J2,2.582037193,0.511432899,-1.472970604
2.266777211,J3,0.393810492,0.640032315,0.253649356
2.276744724,J1,0.603715447,0.083271760,0.003821906
2.276744724,J2,2.587027518,0.499032526,-1.477091243
2.276744724,J3,0.400069248,0.625875558,0.253971005
2.286739547,J1,0.604586305,0.087085809,0.004250204
2.286739547,J2,2.592296342,0.526882439,-1.481156870
2.286739547,J3,0.406705616,0.663636855,0.254054235
2.296763564,J1,0.605430531,0.084422639,0.004027927
2.296763564,J2,2.597428421,0.513207854,-1.485344216
2.296763564,J3,0.413183427,0.647781066,0.254400169
2.306742601,J1,0.606310742,0.088021126,0.004451992
2.306742601,J2,2.602830394,0.540197334,-1.489458228
2.306742601,J3,0.420030426,0.684699962,0.254499431
2.316733163,J1,0.607162887,0.085214486,0.004207757
2.316733163,J2,2.608085172,0.525477835,-1.493690078
2.316733163,J3,0.426704676,0.667424977,0.254867249
2.326790076,J1,0.607989909,0.082702145,0.004002080
2.326790076,J2,2.613213543,0.512837072,-1.497776146
2.326790076,J3,0.433233675,0.652899832,0.255214676
2.336758777,J1,0.608853323,0.086341463,0.004437256
2.336758777,J2,2.618620339,0.540679582,-1.501795094
2.336758777,J3,0.440145913,0.691223889,0.255319909
2.346767148,J1,0.609689699,0.083637578,0.004199526
2.346767148,J2,2.623883656,0.526331707,-1.505936303
2.346767148,J3,0.446888658,0.674274480,0.255694394
2.356704559,J1,0.610501577,0.081187838,0.003992297
2.356704559,J2,2.629018917,0.513526109,-1.509935454
2.356704559,J3,0.453481345,0.659268642,0.256051455
2.366759098,J1,0.611350064,0.084848616,0.004438219
2.366759098,J2,2.634440513,0.542159583,-1.513865568
2.366759098,J3,0.460470793,0.698944836,0.256163085
2.376842133,J1,0.612172358,0.082229426,0.004205299
2.376842133,J2,2.639721578,0.528106493,-1.517921850
2.376842133,J3,0.467293183,0.682238992,0.256545076
2.386733795,J1,0.612970920,0.079856167,0.004002292
2.386733795,J2,2.644877327,0.515574918,-1.521840193
2.386733795,J3,0.473967850,0.667466749,0.256909833
2.396777019,J1,0.613806142,0.083522202,0.004458857
2.396777019,J2,2.650326662,0.544933487,-1.525689334
2.396777019,J3,0.481052129,0.708427842,0.257028684
2.406746209,J1,0.614615862,0.080972075,0.004228775
2.406746209,J2,2.655637481,0.531081912,-1.529668059
2.406746209,J3,0.487970620,0.691849121,0.257419599
2.416743615,J1,0.615460181,0.084431901,0.004682811
2.416743615,J2,2.661233853,0.559637169,-1.533559104
2.416743615,J3,0.495290954,0.732033353,0.257555453
2.426740812,J1,0.616277619,0.081743773,0.004429354
2.426740812,J2,2.666680856,0.544700279,-1.537576459
2.426740812,J3,0.502430390,0.713943695,0.257969969
2.436696102,J1,0.617070708,0.079308903,0.004208797
2.436696102,J2,2.671994762,0.531390691,-1.541450474
2.436696102,J3,0.509409940,0.697954996,0.258365188
2.446746032,J1,0.617898814,0.082810606,0.004677146
2.446746032,J2,2.677604606,0.560984394,-1.545239643
2.446746032,J3,0.516808594,0.739865316,0.258506054
2.456811745,J1,0.618701042,0.080222752,0.004430845
2.456811745,J2,2.683069246,0.546463994,-1.549159780
2.456811745,J3,0.524030479,0.722188504,0.258926846
2.466762496,J1,0.619479825,0.077878369,0.004216558
2.466762496,J2,2.688404653,0.533540667,-1.552941708
2.466762496,J3,0.531096384,0.706590518,0.259328748
2.476756690,J1,0.620293832,0.081400614,0.004699032
2.476756690,J2,2.694045454,0.564080130,-1.556639418
2.476756690,J3,0.538597657,0.750127293,0.259475879
2.486732933,J1,0.621082760,0.078892860,0.004457112
2.486732933,J2,2.699543944,0.549848926,-1.560472112
2.486732933,J3,0.545924659,0.732700231,0.259904993
2.496758976,J1,0.621904990,0.082223014,0.004939198
2.496758976,J2,2.705340887,0.579694299,-1.564202454
2.496758976,J3,0.553680709,0.775605002,0.260069605
2.506769094,J1,0.622700870,0.079587962,0.004673303
2.506769094,J2,2.710984739,0.564385235,-1.568065214
2.506769094,J3,0.561247162,0.756645310,0.260523358
2.516760284,J1,0.623472885,0.077201511,0.004442352
2.516760284,J2,2.716492492,0.550775340,-1.571785534
2.516760284,J3,0.568646482,0.739931945,0.260956233
2.526728705,J1,0.624278701,0.080581569,0.004942702
2.526728705,J2,2.722311240,0.581874815,-1.575406448
2.526728705,J3,0.576495657,0.784917528,0.261125083
2.536729464,J1,0.625059215,0.078051390,0.004684962
2.536729464,J2,2.727981675,0.567043480,-1.579164835
2.536729464,J3,0.584160323,0.766466572,0.261584953
2.546752783,J1,0.625816810,0.075759553,0.004461190
2.546752783,J2,2.733520466,0.553879083,-1.582786222
2.546752783,J3,0.591662697,0.750237457,0.262024462
2.556767161,J1,0.626608474,0.079166398,0.004979905
2.556767161,J2,2.739381860,0.586139383,-1.586308641
2.556767161,J3,0.599634775,0.797207783,0.262199070
2.566772600,J1,0.627375668,0.076719368,0.004727085
2.566772600,J2,2.745098285,0.571642485,-1.589972934
2.566772600,J3,0.607425560,0.779078503,0.262667544
2.576734595,J1,0.628120694,0.074502589,0.004507736
2.576734595,J2,2.750686251,0.558796663,-1.593504266
2.576734595,J3,0.615057249,0.763168857,0.263115898
2.586751139,J1,0.628899889,0.077919506,0.005045622
2.586751139,J2,2.756608023,0.592177200,-1.596935154
2.586751139,J3,0.623178261,0.812101282,0.263297360
2.596731573,J1,0.629655286,0.075539684,0.004795324
2.596731573,J2,2.762387136,0.577911261,-1.600511914
2.596731573,J3,0.631119855,0.794159366,0.263776404
2.606746231,J1,0.630442959,0.078767322,0.005336907
2.606746231,J2,2.768494070,0.610693372,-1.603968822
2.606746231,J3,0.639545975,0.842612016,0.263976961
2.616733231,J1,0.631205561,0.076260175,0.005059505
2.616733231,J2,2.774446635,0.595256575,-1.607569727
2.616733231,J3,0.647775677,0.822970183,0.264483908
2.626744187,J1,0.631945457,0.073989670,0.004819372
2.626744187,J2,2.780262653,0.581601793,-1.611032333
2.626744187,J3,0.655833302,0.805762495,0.264968323
2.636755213,J1,0.632718054,0.077259717,0.005386359
2.636755213,J2,2.786421882,0.615922822,-1.614376081
2.636755213,J3,0.664401470,0.856816772,0.265173196
2.646781326,J1,0.633466528,0.074847353,0.005116084
2.646781326,J2,2.792431418,0.600953673,-1.617869052
2.646781326,J3,0.672778453,0.837698287,0.265688175
2.656724254,J1,0.634193152,0.072662362,0.004882388
2.656724254,J2,2.798308872,0.587745400,-1.621228498
2.656724254,J3,0.680988509,0.821005647,0.266181078
2.666765103,J1,0.634952694,0.075954229,0.005476261
2.666765103,J2,2.804544526,0.623565339,-1.624467534
2.666765103,J3,0.689735013,0.874650351,0.266391834
2.676758947,J1,0.635688867,0.073617268,0.005209892
2.676758947,J2,2.810633837,0.608931109,-1.627860550
2.676758947,J3,0.698293804,0.855879093,0.266917619
2.686758379,J1,0.636403870,0.071500345,0.004979926
2.686758379,J2,2.816594378,0.596054132,-1.631123486
2.686758379,J3,0.706689308,0.839550408,0.267421504
2.696760326,J1,0.637151861,0.074799144,0.005603190
