t_sec,joint,position,velocity,effort
1.628123280,J2,-1.517498322,0.005596139,0.390663288
1.628123280,J3,0.220061787,0.006643211,-0.314014854
1.638184179,J1,-1.557718032,-0.005686053,-0.000000467
1.638184179,J2,-1.517447956,0.005036525,0.390736045
1.638184179,J3,0.220121576,0.005978890,-0.314014375
1.648255065,J1,-1.557769207,-0.005117448,-0.000000378
1.648255065,J2,-1.517402628,0.004532873,0.390801523
1.648255065,J3,0.220175386,0.005381001,-0.314013947
1.658227123,J1,-1.557815264,-0.004605703,-0.000000306
1.658227123,J2,-1.517361832,0.004079586,0.390860452
1.658227123,J3,0.220223815,0.004842901,-0.314013564
1.668234312,J1,-1.557856715,-0.004145133,-0.000000248
1.668234312,J2,-1.517325116,0.003671627,0.390913485
1.668234312,J3,0.220267401,0.004358611,-0.314013222
1.678120952,J1,-1.557894021,-0.003730619,-0.000000201
1.678120952,J2,-1.517292071,0.003304464,0.390961214
1.678120952,J3,0.220306628,0.003922750,-0.314012915
1.688178497,J1,-1.557927597,-0.003357558,-0.000000163
1.688178497,J2,-1.517262331,0.002974018,0.391004169
1.688178497,J3,0.220341933,0.003530475,-0.314012640
1.698184499,J1,-1.557957815,-0.003021802,-0.000000132
1.698184499,J2,-1.517235565,0.002676616,0.391042828
1.698184499,J3,0.220373707,0.003177427,-0.314012394
1.708135255,J1,-1.557985011,-0.002719622,-0.000000107
